mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_mean_13,mfcc_mean_14,mfcc_mean_15,mfcc_mean_16,mfcc_mean_17,mfcc_mean_18,mfcc_mean_19,mfcc_mean_20,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12,mfcc_std_13,mfcc_std_14,mfcc_std_15,mfcc_std_16,mfcc_std_17,mfcc_std_18,mfcc_std_19,mfcc_std_20,label_speaker
-181.92897,92.53656,32.360912,23.654877,15.338029,14.1509285,8.800751,4.725242,-2.5854406,1.4175323,2.005272,1.7332253,1.0830258,0.989315,-2.5657613,2.6745062,-0.096104026,3.67686,-1.366736,-0.69459456,62.176567,18.623383,10.319552,8.310807,8.752321,7.8755474,4.0429745,7.5952168,10.596718,4.950745,4.971876,6.2036138,4.7886667,3.6016605,3.6038115,3.103998,4.808133,3.9981925,3.779204,5.226399,Abdi
-185.0948,96.41773,37.415405,26.114708,18.323572,11.353546,11.044997,4.495919,0.4940317,3.2328808,0.7366733,-0.03417027,0.18023768,1.2466127,-2.7742472,0.48039198,0.9853134,3.1965206,-1.0463517,1.3544455,23.999382,14.159316,11.500185,8.634223,3.8312106,6.48392,5.1445403,4.564295,7.6722293,5.3380466,5.363443,6.9953775,5.578448,3.6952896,3.850333,3.4484088,3.739081,3.2148554,2.8624308,3.5787072,Abdi
-121.72128,66.92237,49.74997,6.3422394,15.213913,2.7833254,10.3977995,-2.2859738,-4.9707,-0.43344188,-2.0743754,-2.599704,-3.4917378,-6.0391865,-2.9000828,2.1064446,-0.5432111,1.8251452,-3.4943025,-2.0616834,48.977093,30.432524,19.522757,12.915196,6.899427,7.5150456,7.056743,12.031895,15.062157,4.58023,6.544287,10.269755,8.943328,6.0565352,6.336421,4.4717493,4.807694,4.662213,6.021266,6.863856,Abdi
-159.41585,90.23647,42.950268,19.453375,16.455097,6.4288225,9.117449,0.77839494,-3.2212074,3.0818572,0.7028306,0.9068598,-0.99675435,-1.632524,-2.946761,0.40416688,-1.3378295,2.7542534,-4.021325,-2.339055,33.6879,21.447865,11.995652,7.7003064,7.392319,8.861816,6.0209856,5.9120884,14.340792,4.0881567,5.87277,8.322886,5.9283957,5.20329,3.6832774,4.8236794,4.3510942,6.3321543,4.0907536,6.317689,Abdi
-176.44542,105.93647,39.82184,20.51057,11.768991,9.868342,6.719258,-1.5158333,-9.479385,1.8135637,-1.3140234,0.5856814,-0.7500848,-4.2096605,-5.8874884,1.6898651,-0.30356556,3.1337435,-4.561238,-3.7192483,46.846806,19.275114,12.768439,9.072584,7.931941,9.160667,6.286647,7.503315,13.215796,3.6761293,4.462903,9.415423,7.270321,5.7896185,3.6674802,4.3122864,4.904952,6.6692452,5.555588,5.6501713,Abdi
-196.53389,103.18751,39.349476,23.226923,12.08021,8.018637,4.8387256,1.1117594,-5.437143,1.8510611,-1.714515,1.2745175,-1.0703403,-2.6322439,-6.505825,-0.9290091,-2.1647122,2.321205,-2.3413072,-1.5673006,34.60117,18.760876,12.39128,7.9755564,7.3590593,7.4056025,5.785409,7.4162545,12.5426035,4.9710913,6.522892,8.715782,6.606548,4.090437,4.51656,4.229884,3.9222326,6.044429,3.7383914,5.351558,Abdi
-91.26303,83.10878,29.696934,25.455654,18.258455,12.328635,7.6240067,3.8878179,3.8154426,3.0334392,-0.05059747,0.8816612,-2.0985646,-0.21691073,-1.2025132,1.064059,-2.3897731,0.55617064,-2.4812906,1.0755922,17.707022,9.193783,8.003031,6.242489,5.553961,3.5218837,3.024936,3.2903984,3.777132,3.8056169,4.411053,2.880486,3.2562149,3.566633,3.8018358,4.159105,2.720289,3.410661,2.9106672,3.4120882,Abdi
-180.88773,91.71871,42.47567,20.751945,15.737444,6.324325,6.302441,-2.2096837,-6.0760803,1.1645235,-0.54820526,2.6817086,1.5304388,-2.517195,-4.525169,0.5195378,-1.6924499,2.2066157,-3.333537,-2.4661462,47.993446,19.178368,10.982655,9.87243,6.911577,9.167751,6.3326344,9.764274,13.599732,4.5521464,5.72102,9.096092,8.429476,6.644176,4.02889,3.537153,4.5658717,5.488705,4.6776752,5.1567225,Abdi
-200.5191,102.41642,35.140484,18.839851,11.950949,6.0010223,8.356522,-2.7791462,-8.167572,4.277277,0.2486292,0.77564347,0.5286965,-1.9031216,-5.157684,1.9375855,-2.5919802,1.032459,-3.5623724,-1.1625535,57.031876,20.988146,15.764669,13.517841,9.227628,11.36199,6.0166416,10.078054,15.026923,7.124214,7.1614122,9.471035,7.128397,5.557652,5.9401393,5.0650253,7.0488315,4.9255776,4.358848,5.226414,Abdi
-211.4129,108.29917,32.938282,19.30506,9.090606,4.893616,7.890714,-0.11992704,-9.384178,6.295478,0.6734187,0.55157226,0.5707327,-4.143695,-6.3570504,2.6182127,-1.5911003,2.6363513,-4.362226,-2.8405979,64.53882,18.897346,15.518207,11.488335,10.072239,12.241482,7.100897,8.291378,16.757116,6.2773867,5.097646,8.179469,9.372386,6.911011,6.8872647,5.0122576,8.050283,5.978131,6.0159154,6.6704874,Abdi
-160.88678,108.47603,37.796696,21.772488,10.768391,6.27988,6.2055707,2.0234573,-4.840265,2.772688,-0.12642595,0.21550077,-0.05159861,-2.2421596,-2.393634,0.5768407,-2.1884434,2.5553854,-5.009892,-2.7445629,37.641983,18.771374,11.218462,9.06246,8.717422,11.265624,4.784951,5.8823357,12.296215,4.5441165,4.604224,9.594668,6.117722,4.655756,3.172717,3.974811,5.1139064,5.968935,5.533583,4.764655,Abdi
-176.61784,109.70516,36.411777,24.135288,11.029212,6.7141995,6.5146484,1.2212682,-6.012504,2.9416955,1.3551818,2.8086689,0.4498182,-3.177604,-4.577879,-0.57922304,-2.928706,1.6632553,-4.7995453,-0.58269525,41.19142,19.618576,11.202462,8.165913,8.186077,9.943319,4.3844366,6.9622045,14.140547,3.840675,4.7115006,9.06777,7.68458,4.6520734,3.1121175,3.6354437,4.285548,6.6901646,6.197649,5.133416,Abdi
-221.00958,103.95727,34.705616,21.310505,11.920028,6.517702,5.607107,-0.5900548,-7.217528,3.646626,-0.02910074,3.4623828,1.0345247,-4.3167524,-4.250925,1.0406307,-4.756187,1.3805331,-4.9643397,-3.2324004,58.02159,21.688942,15.912418,10.255251,9.499389,10.936053,7.9811306,8.002725,14.2523155,6.2272444,4.1562457,8.276446,7.4779835,7.500784,6.8465986,4.4852486,5.8006988,5.598738,6.1640797,5.6879764,Abdi
-200.6394,110.29882,39.808895,30.24583,10.674293,-1.7714391,-0.40003198,-0.58368105,-12.209323,2.4871187,2.20284,-2.6659951,-4.6588607,-8.105494,-6.4757924,-4.573944,-2.0399506,4.162289,-2.0340645,-0.5313528,64.38,20.09597,20.92923,10.346592,8.094261,16.488586,7.9032693,10.108435,16.154541,5.036253,6.4431005,10.886506,5.0820475,8.723219,6.5405555,6.7931485,7.0781446,6.0144496,6.9180913,5.097467,Abdi
-215.15326,110.69166,35.0543,24.985773,12.953121,1.0855883,2.1618369,-1.0763035,-10.652145,6.1559587,-0.018288689,-1.1823664,-3.4130788,-7.5989194,-6.794176,-1.1302881,1.014305,1.1353984,-1.3211446,-2.2417395,68.26788,18.995949,22.761068,9.380745,6.014194,14.846092,8.759413,10.2652645,16.77911,8.75779,6.928671,9.303807,7.8187366,9.07766,5.787488,4.5579844,7.25619,3.9354818,6.8194313,5.326135,Abdi
-208.81007,104.22637,42.070038,27.404469,12.185543,6.0105767,1.9740465,3.5234408,-5.983871,4.516775,-0.23319015,-3.4299927,-4.6538334,-4.141401,-4.897198,-0.010366697,2.2480888,3.5823572,-0.8334909,-0.6143997,49.261612,16.947865,18.330345,8.179873,8.486872,10.554996,8.021628,7.55258,13.04951,3.215859,4.3301506,7.731914,6.369937,7.2012763,6.318697,4.7946796,6.279316,4.7962866,5.1170373,4.2656455,Abdi
-189.26704,102.444176,34.932026,31.408966,14.7404375,8.265623,7.403865,2.6148324,-4.6559563,3.6924298,-0.69752896,0.14434597,-0.096429914,0.9872196,-3.8066823,-0.0785984,0.33362296,0.109382875,-2.960469,-1.8423244,32.95235,15.354293,8.463831,6.4523892,4.5886183,8.911431,4.6602407,4.693905,12.307,4.7079234,4.0289187,8.499179,4.8264213,3.2542007,3.175576,4.140422,7.0246987,5.2509103,3.562979,5.2038703,Abdi
-156.9578,102.98068,35.41793,25.332485,12.842181,7.3976,6.5405893,2.2314281,-4.118394,2.423667,-0.10653702,1.3907094,0.038738262,-0.78931564,-3.5069308,-2.1422231,0.25103047,2.5457773,-2.2856972,-3.0544655,34.845627,15.208926,8.570898,6.815838,5.517613,8.560659,4.6860523,5.4119315,12.9463625,4.9043274,4.2892537,8.201784,6.514629,3.670025,3.68022,3.5771165,3.8279214,4.1523504,2.537005,6.184467,Abdi
-199.69199,101.95648,35.513676,27.818369,15.49596,9.180954,7.2218194,2.0200634,-3.4816062,3.054804,-1.2055327,-0.15911508,-0.5056516,-1.0405625,-3.477676,-0.5781288,-1.0253274,0.09083713,-2.6149418,-0.8914097,33.88024,16.54265,10.565789,5.656925,6.5841846,8.322074,4.638512,8.391424,11.378869,4.808734,5.914011,7.345941,6.1724386,4.8375654,3.3150904,3.7835543,5.4961834,4.8443046,3.9235923,4.52784,Abdi
