mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_mean_13,mfcc_mean_14,mfcc_mean_15,mfcc_mean_16,mfcc_mean_17,mfcc_mean_18,mfcc_mean_19,mfcc_mean_20,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12,mfcc_std_13,mfcc_std_14,mfcc_std_15,mfcc_std_16,mfcc_std_17,mfcc_std_18,mfcc_std_19,mfcc_std_20,label_speaker
-180.89273,106.38583,34.974422,25.264784,12.836914,4.6319165,5.346431,1.2764796,-4.9612937,4.12147,0.8974794,1.6623487,-1.2172891,-1.32858,-1.8023679,-0.83353436,-1.7592665,1.4688146,-5.8738384,-3.468862,45.34397,18.691126,10.523354,6.7809973,6.5983686,12.500509,5.181907,6.583505,13.628785,4.776787,5.154094,8.291205,5.3346324,5.105006,3.271107,3.6008296,4.1484523,6.6879663,5.5969357,6.6332393,Abdi
-201.3419,112.14096,44.335773,26.942167,10.559258,0.7095069,2.5055914,0.2345657,-8.72364,7.0758195,1.1163371,0.08703199,-2.207808,-5.90102,-4.7652116,0.13322231,2.5247734,1.9970417,-0.7842803,-1.1751305,44.395733,21.94812,16.316833,8.301272,7.0794234,13.851145,8.071432,10.457377,14.105265,6.203938,6.0377417,10.831813,7.496394,7.920639,5.9051824,4.124147,7.0725765,3.5285463,8.651319,5.445583,Abdi
-210.3887,95.38005,31.980736,25.911322,15.946971,13.023592,7.3754344,4.6577983,1.5515423,3.7554822,-0.3691186,1.4329336,-0.9006008,0.28384745,-2.6433299,-0.26077938,-1.8380128,0.79902554,-1.7724581,0.68798304,20.098736,11.042199,7.6155725,3.4987772,3.591878,5.627355,5.0786777,3.8544452,4.836514,3.4417553,3.1754947,3.8287132,4.240925,3.750045,3.7774966,2.4441857,3.690548,3.164079,3.2886405,2.7544563,Abdi
-185.768,108.31002,43.263306,25.52822,11.208903,6.700566,2.7761152,1.3115534,-6.19864,5.425521,-0.28019792,-2.6465962,-4.05472,-5.4389043,-4.62019,-3.375358,0.31438056,0.75828844,-2.4166696,0.9396289,50.576195,20.562706,15.5143585,10.293927,9.894459,11.949329,8.063992,7.747841,13.284129,5.256273,5.1461167,9.077961,6.119261,7.615444,4.9213357,3.8566566,7.49423,5.043968,8.065795,4.146985,Abdi
-216.54633,106.677666,34.702564,20.860407,10.470418,6.1976542,6.9427214,0.13423677,-7.658371,5.8596344,0.238842,2.5478816,0.12401852,-4.607892,-2.0326064,0.7988379,-0.22306478,1.605707,-4.6718574,-1.8540555,66.44889,18.892906,15.891642,11.775192,9.032159,12.441527,7.953847,9.501683,16.032665,7.1743445,5.7435403,9.08886,5.272666,8.776438,4.306365,3.6769269,5.830526,5.3849964,7.236064,4.707247,Abdi
-187.37447,104.12103,35.205143,24.113846,10.938548,7.1321087,7.7755194,-0.27984482,-6.0489874,4.6047997,1.683493,3.0179963,0.2826352,-2.8148623,-2.4162545,0.23721388,-2.3286376,2.2678452,-5.3657913,-0.6376882,52.576775,18.185247,13.040899,10.601737,9.699844,9.871634,6.8214087,10.517551,15.119878,6.3273997,5.6646795,9.056073,6.573696,6.9173794,5.1510797,4.1630654,3.649279,4.476071,7.3416457,4.3131065,Abdi
-206.88936,107.158936,33.536777,23.751184,11.910417,7.5316243,7.062842,1.8438966,-6.5039144,4.054284,-1.7993666,2.4073188,-0.6112631,-3.6107993,-1.6541975,-0.70746624,-2.1493702,2.1591654,-6.0288897,-1.1849736,62.387917,18.677423,13.462817,11.859441,8.03118,11.105658,4.151885,7.0755157,14.8119955,7.43341,6.782125,10.498702,6.3655047,7.23908,3.61247,2.898625,4.171736,5.1338797,7.280472,3.9915872,Abdi
-175.97662,103.57,38.256943,26.115644,11.564013,7.4155726,7.174887,3.3516119,-4.252022,4.1773386,-2.2984498,0.88283986,-2.20595,-2.5794897,-2.8439462,0.25022992,-0.14060412,3.2923443,-3.9456205,1.3795941,57.84843,20.666046,14.946734,11.169917,7.163636,12.430808,4.6019974,4.328311,13.004268,4.6159444,6.3979073,10.316256,6.2177134,5.863883,3.3022344,3.7245417,6.054589,5.5523415,8.020465,3.8679268,Abdi
-189.7484,112.77864,38.219795,24.585142,11.380122,2.7038,5.229752,2.6589231,-9.109306,4.624783,0.31094155,0.91435814,-3.5242748,-4.498075,-0.79447395,-2.3419724,3.1812139,1.7055856,-4.906289,-1.3914751,53.479992,19.992363,13.864791,10.001767,9.299519,13.537734,7.1109576,8.417231,16.587109,5.793027,6.891657,8.532196,8.909718,6.623458,3.9091601,5.054721,5.660489,3.8812764,6.5164213,5.9949107,Abdi
-221.8368,108.60038,37.219517,24.260462,11.866194,3.3096764,8.769343,2.6216962,-6.8904862,3.7994113,-2.540583,-1.9952751,-4.0438356,-4.531619,-1.8560004,-0.14049344,0.7881889,0.8323415,-7.2198296,-1.4586322,59.422955,18.966682,14.926331,10.766855,9.261394,14.326001,4.881253,8.928713,14.082342,5.7812705,7.7633348,14.215234,6.940234,7.340055,5.5491147,5.1093535,5.0014114,3.4879618,7.7839823,5.713696,Abdi
-198.32004,108.09585,39.566372,22.6438,11.795507,4.6259813,5.301675,-1.2218665,-8.745923,4.0381317,0.3774809,2.0616744,-1.2740732,-4.1515646,-1.9947702,0.119202614,0.51206195,3.5152633,-6.5019608,-0.4334669,52.855003,19.299797,15.592861,10.94335,6.77019,13.032977,8.511236,8.638563,16.124393,7.0353947,7.0079374,10.035316,6.367916,6.310397,4.257526,4.229229,4.7977667,4.946325,9.415373,4.039268,Abdi
-218.36131,103.65754,36.34521,23.02903,12.2247505,8.4192915,6.087062,1.2814492,-5.1803303,3.8902533,1.0192392,1.0351461,-1.9471097,-2.7224035,-2.5376005,-0.73676646,-2.2415185,1.4330999,-6.403327,-1.7784137,51.528606,17.537535,10.372239,10.219025,8.048513,10.895265,5.4354167,7.424378,13.177601,4.8245473,4.8224673,6.6097503,4.4969993,5.679387,4.579943,3.8002274,3.9680111,5.028648,8.565669,4.095969,Abdi
-166.34169,105.50281,35.650284,22.412523,11.714244,8.791746,6.296364,1.960729,-3.1939025,3.8899732,1.1350787,2.5824704,-1.0204666,-1.8616029,-0.36046052,-0.85637885,-0.62101644,2.0770805,-5.9511166,-1.7138048,42.650772,19.417135,10.796497,9.868317,6.1239324,8.90146,6.1463704,6.2270956,11.689582,4.84884,5.4231853,6.6031394,4.5392957,6.0395823,4.139419,3.7395825,3.8635912,4.9116488,8.180053,5.423501,Abdi
-195.74275,105.78332,36.150276,22.102253,10.824264,4.0596366,4.901234,2.0429528,-7.7358847,2.5463166,-1.2625853,-0.5229893,-0.7086546,-1.0713603,-1.1913943,-1.081974,0.31287137,0.44883364,-6.8288083,-2.5736687,49.942165,19.161871,11.432657,7.5194364,10.46936,13.53783,5.397876,6.3979845,13.136787,4.3815284,8.129696,8.847181,3.5998802,3.4645276,4.7196417,3.0588002,5.093387,4.266631,8.577603,5.209883,Abdi
-206.26799,104.67625,34.848915,22.712347,13.217702,7.1057115,6.9909816,1.521102,-6.5809107,4.1320314,1.2564574,2.2513115,-0.40460697,-2.89608,-3.37632,-1.0963149,-1.4712679,2.0402253,-4.6061954,-2.2775948,55.682,19.008942,13.139809,9.649286,7.53708,10.983354,6.4857454,8.45945,16.218914,6.8251433,5.8008614,8.072004,6.1953373,7.609379,3.1238723,3.9110672,4.9510922,6.041583,6.289317,5.9623046,Abdi
-206.4893,104.656525,35.088478,21.22897,9.832365,5.476814,6.448367,3.4104233,-6.318905,3.6827226,-0.46093237,-0.15776014,-1.7767457,-4.1354136,-1.7135897,-0.08638901,-0.64841336,0.48039198,-5.8703823,-1.9065388,50.123985,19.408035,10.93435,7.87471,8.433819,11.575506,6.212765,7.744258,16.12082,5.710967,6.6178184,8.724576,6.7977953,6.502093,3.2307456,5.1200514,4.382158,5.386162,6.7971663,5.5825057,Abdi
-185.0489,106.3193,39.555653,25.079378,12.405913,1.26203,3.6116695,2.7547753,-6.7049103,3.9099166,1.4316723,-1.6075208,-4.354023,-5.4954967,-1.9031268,-2.6542275,-2.0596333,1.9496351,-5.3146234,0.033219192,51.31125,20.048563,15.659543,10.226158,7.2016125,12.901257,5.5896354,6.616603,13.529402,6.512592,6.3491364,10.7258625,6.8041234,7.29585,4.4589443,2.997647,6.657746,5.114794,7.610908,3.7076693,Abdi
-211.98038,104.3348,38.853725,29.503647,14.380316,6.686007,5.375528,3.2768579,-2.2265007,2.6511025,-1.625009,-3.5072942,-4.314596,-1.602293,-4.708843,-1.9347253,-0.29715994,1.2628767,-1.1245106,1.8145577,29.819258,19.718803,14.493644,7.237169,4.8262467,11.612811,6.6567044,5.5857205,8.219104,2.8293,3.2734818,7.2771955,5.426092,4.766155,5.1715574,3.6885557,5.3688083,3.7483683,2.5988443,4.3726363,Abdi
-211.27509,103.24602,32.813683,23.932714,13.723534,6.585694,6.695379,0.13894172,-4.5357857,2.6025596,-1.6289414,1.0371666,-1.6895816,-3.3847518,-1.4570506,0.36026415,0.07592863,2.8660748,-4.876057,-0.73228514,58.472992,18.26646,12.182807,10.240113,7.60455,10.728589,5.7591906,8.013612,10.964806,6.0669093,5.331335,7.6785617,6.497178,7.3301435,4.549896,3.3681164,4.640369,6.3035984,7.181256,4.15702,Abdi
-189.41527,106.53906,35.382774,24.178156,10.35516,5.600305,7.030574,2.259564,-4.587749,4.0742702,-0.6631476,0.27996233,-1.5474217,-2.3771496,-2.5585868,-1.4577461,0.14501627,0.87607765,-5.699967,-2.293603,47.887413,18.986618,9.006785,6.437209,8.941278,13.789707,6.2706103,7.1627216,12.0848055,6.6940184,4.7495418,8.228513,6.373044,5.263941,4.0172443,3.0895624,3.916666,3.3910604,7.379485,4.9036255,Abdi
-192.38312,102.84138,35.569126,24.15198,12.0883045,5.827606,7.3971286,2.2614615,-4.6316414,2.2671552,-3.0719397,-0.2741537,-1.2306705,-1.0825186,-2.1449366,-1.593009,-1.0426391,1.1243126,-4.650725,-2.2005665,47.191193,19.24823,11.279269,6.957224,8.0721445,13.492556,4.657641,5.879716,11.465072,4.42477,5.672873,8.463257,5.542666,4.9897337,4.154386,3.8003278,3.9670901,5.2844305,5.6198854,5.881465,Abdi
-198.5936,107.00735,35.45323,23.88294,9.5339775,2.8587363,5.7066965,0.6832502,-5.0522375,4.3361316,-1.7813685,0.3825031,-2.7486436,-3.7922554,-2.128661,0.17075169,-0.14450161,-0.354144,-5.439368,-3.2362773,51.013824,20.614319,12.943681,8.280703,8.44698,13.793108,4.7075224,7.9429884,10.547645,4.768333,7.5684066,10.21565,5.4848003,6.2289743,4.2654734,5.52934,4.6493855,3.7819462,6.513812,5.394447,Abdi
-194.60954,106.22014,35.85158,23.943567,10.358763,2.5860853,6.7296915,0.83042854,-9.141409,6.438087,-1.4830568,-1.732181,-1.9175957,-5.7079043,-3.634437,0.4004072,0.9357345,-0.06706315,-5.2253704,-3.3516662,63.7565,19.040829,12.841727,9.689326,9.217005,17.50958,5.427688,9.317808,14.702703,8.314505,4.7497864,11.473341,5.7909584,6.9599085,4.6069202,3.7183616,5.9232593,4.656863,7.160817,5.57613,Abdi
-15.703387,92.8166,31.752306,26.266867,15.484437,12.908184,8.171628,5.5584097,1.965007,4.5107346,0.59794235,0.7696518,-0.4647147,0.23152076,-3.0624814,-1.3819947,-2.769041,-0.7969643,-2.4919968,0.11424167,6.5201373,2.5875216,3.5900738,2.7699714,2.7899406,3.069041,2.5325391,2.4199803,2.923776,3.4578025,2.858134,2.9513364,3.546084,3.0302508,2.8348868,3.0925462,2.9344764,3.3362339,2.5058825,2.6634433,Abdi
-54.605972,94.17812,32.062252,30.701355,19.007965,12.439289,11.5593815,8.423603,-1.438766,3.3232212,0.96608746,-1.9218283,-1.5682937,1.1620404,-5.1282606,-2.388481,-1.5992842,-1.6265275,-3.7876463,-0.6440648,5.450947,3.265679,3.3760874,3.4038386,2.5651555,3.2714427,3.0507193,3.3286116,3.8993378,3.0321364,3.201431,4.0544906,3.3524299,3.3376107,4.0112214,3.0455818,3.3883839,3.2653692,3.4272678,3.3923836,Abdi
-204.31477,105.125885,34.95375,22.728249,10.356621,4.531355,7.2224517,3.532079,-5.595937,4.810654,-0.40627074,0.18813258,-0.7709789,-1.5890278,-3.250834,-1.3439866,0.031457417,0.62046355,-4.7575483,-3.3674674,50.42356,20.480837,12.014828,7.9697213,10.061101,12.788852,6.1712546,8.480758,12.27015,6.32379,5.737014,11.045361,5.593213,7.460007,3.188726,4.0961604,4.990589,3.7527132,5.3467317,6.366456,Abdi
-221.35081,104.25979,34.01704,25.635553,11.4097185,4.0185413,6.570497,3.6348693,-4.051598,4.6423364,-0.6097249,0.20487234,-3.11128,-2.1300533,-3.3455193,-0.7837055,1.5051749,1.639214,-4.9164553,-2.4389024,61.29875,20.160852,12.953124,8.40935,9.736225,16.186483,6.079822,6.6528716,12.916682,5.18725,4.2116146,9.549111,5.967138,6.63807,3.8427296,3.7623584,5.997628,4.090577,5.720319,4.2467194,Abdi
-218.28206,106.55124,37.34715,26.955473,14.801859,8.022888,9.499257,6.0587864,-4.7526937,3.4450638,-0.029779874,-0.15736859,-1.6485932,0.33330414,-2.6240587,-1.5857832,1.2925682,-0.14364327,-5.7002645,-3.2262323,50.916348,16.850227,10.062506,6.9843664,8.077252,13.295264,5.1749454,6.0984306,14.858709,5.1632943,4.7952065,7.929406,4.5754232,4.143026,3.6132922,4.083341,6.1022935,4.399141,4.4537773,5.762399,Abdi
-249.35472,104.414856,33.664738,24.835827,11.296098,4.8378973,6.810248,3.8782327,-4.563386,5.9453325,2.1466038,2.6954887,-2.8531718,-1.1399698,-3.7793767,-3.5732079,-0.98676884,-0.16274014,-5.6585383,-1.905273,61.459526,16.994751,11.899344,9.715568,8.84444,12.866116,5.038918,5.151716,13.085211,4.989038,5.292082,8.018982,4.6772943,5.231868,2.893761,3.5924854,4.992903,4.4540524,5.9401293,5.513729,Abdi
-188.89922,108.696526,41.47166,25.281322,10.075096,-6.2705126,2.8499076,7.4303393,-10.374506,5.8150134,2.3925714,-3.5404205,-9.319711,-4.65169,-4.0003066,-5.135217,7.32149,-1.7498262,-3.2642758,-1.4960424,57.015312,19.336348,18.338861,11.018593,9.046883,19.977802,9.251425,10.07271,13.370759,6.324688,4.887946,12.741827,8.363723,5.8717556,4.4901752,5.607076,8.379873,3.8494475,5.2766724,3.9183197,Abdi
-192.03397,100.007324,35.009228,22.998219,11.446524,6.1266327,6.537965,2.8778808,-5.412001,4.8097076,0.03448293,1.8712631,-1.9284781,-0.61365074,-2.415075,-2.6070287,-0.24573743,0.1595553,-6.2011294,-0.3833191,51.708797,15.026471,10.898503,9.655568,9.724233,11.505377,5.0685754,5.9760265,11.769577,4.715541,5.4920335,6.044194,5.6677237,4.5927134,3.0079877,3.4887936,4.9711914,4.0051737,6.4476113,4.438392,Abdi
-189.60483,104.8971,38.68352,21.434437,13.3343315,6.2965455,5.8924603,3.7247226,-3.7115247,3.784236,1.1929709,0.98517656,-1.1438557,-2.0909314,-3.5481122,-2.0939047,0.2164692,1.2542236,-4.3524776,-2.4537265,46.186806,18.632618,12.53693,11.012434,8.169486,12.466356,6.28947,6.936075,10.868519,4.082625,6.6634135,9.112255,6.4724083,4.9505506,2.6059825,4.0871882,5.52904,3.9640589,5.980363,5.2831755,Abdi
-195.478,98.3194,37.581055,20.21335,14.779633,7.0757113,10.205661,-0.2775828,-6.02066,2.1133177,1.507578,2.949387,-0.17260222,-2.7985973,-4.2491035,-1.4455831,-0.55157024,1.8299028,-3.526458,0.008528592,51.611767,20.522701,13.112004,9.167871,8.606297,11.114152,5.2652617,7.6064963,15.555229,5.3414226,5.476629,8.531064,7.403808,7.6988144,4.435733,3.9564161,3.9585078,4.102611,3.992543,5.208567,Abdi
-196.43329,102.04999,38.681232,21.853168,12.220145,7.045038,9.07724,1.5301625,-8.257408,3.415464,-1.122037,2.4689941,0.2638978,-4.1078,-5.3003955,-1.7191999,-0.09022934,1.4839412,-2.7356408,-1.5065535,54.667156,18.53168,15.645183,9.040292,9.749317,11.511348,5.084783,6.8624263,17.017508,5.342094,4.4623694,7.879534,6.5684934,6.634363,5.1992235,4.5041165,4.1540537,4.12268,5.0348163,6.994281,Abdi
-204.40463,108.2609,29.441452,21.8243,13.93213,2.481199,6.135278,0.4357406,-3.5401518,3.4739015,1.0555304,-0.795277,-2.465857,-4.0567155,-3.998084,-1.2994351,-1.5054162,-1.1935521,-1.7089195,1.5774077,64.35597,21.186249,19.20232,12.435126,9.33555,13.268906,7.559885,10.107012,11.849289,6.1729517,7.5606766,10.397998,7.164978,6.7545605,6.582375,5.3694954,5.7366753,4.8832855,5.1229453,5.4821506,Abdi
-214.0324,103.15753,36.458298,26.131159,12.130068,3.9147353,4.5997806,-0.27687454,-4.435379,3.114008,-4.0445566,2.9241376,-0.9652888,-4.36054,-1.8633924,2.0827103,-2.8145826,1.6865145,-4.9806914,-0.23310259,55.09949,18.481829,13.350723,8.917166,6.089331,14.050812,6.1441,8.868478,11.5344515,4.1097207,7.1069837,8.13611,4.371723,8.389387,5.9547195,4.880743,4.918094,5.433924,6.188274,5.0514336,Abdi
-208.67273,103.17192,39.53537,30.948593,9.971985,5.0373616,6.7892995,-0.02564405,-6.112909,1.7646562,-2.6594176,-0.1431701,-3.385499,-1.7229347,-0.8387635,-0.32109407,0.8623803,1.8849995,-5.0110784,0.33224973,44.303406,18.375809,12.040539,10.070706,8.438813,13.36564,5.081982,6.281345,12.911603,4.6520834,7.0210896,10.745782,6.155167,5.933738,5.368974,3.7672877,4.4491677,6.1601663,7.1739106,5.307187,Abdi
-204.9653,110.03397,41.898224,27.618195,10.082801,-1.809481,6.658832,3.165439,-9.5738,3.9873009,-1.289394,-2.9813664,-3.5106876,-2.4815586,-0.8642545,-0.12672712,1.575224,3.8778043,-6.6482377,-0.23542446,50.162483,20.350374,12.710758,10.157591,9.158619,16.206806,5.536878,8.114691,15.148915,5.824837,5.4268723,12.237605,5.602822,4.5366516,4.8442793,4.533075,5.769092,5.3288,5.5470977,4.733622,Abdi
-192.98706,103.42872,46.31185,25.493752,15.6421385,3.4900987,3.6392634,1.1627016,-10.730003,3.9951699,-0.6086189,-2.6905248,-3.8711863,-3.0841854,-6.0807714,-0.689703,0.8458951,1.6396217,-4.1498213,0.6226711,49.010345,20.515621,16.486979,9.625831,8.139358,12.378753,7.894483,9.571985,15.395708,6.4616485,7.824895,11.563922,5.771327,7.0350084,5.6829185,5.2699323,6.1242657,4.640619,6.100358,4.8574705,Abdi
-233.4683,102.19159,38.525272,29.240723,12.675938,6.0555797,5.924907,6.5270796,-3.6918595,4.011619,-3.5716896,-4.0100355,-4.4121184,-1.2838854,-5.6695547,-0.81678474,2.623585,-1.2065119,-0.46553713,-0.030165775,32.8272,17.858063,15.255225,5.2287784,7.80667,13.304,5.923676,4.108213,10.544199,3.8909247,5.4303236,8.111815,6.899619,4.1379285,5.267409,3.1755502,9.128152,2.8540273,4.2262726,4.1451926,Abdi
-207.01381,106.038734,36.014046,24.989067,10.192418,6.5971794,6.4117537,0.63812464,-3.823884,6.152901,-0.9392436,1.2712963,-1.2945669,-0.17018497,-2.961544,1.5599434,0.025547534,-0.9385279,-3.8687303,-0.9888544,49.610126,19.253023,10.738816,7.0417957,8.285201,11.478922,6.596007,10.237475,13.894753,6.5083866,4.943057,6.84691,5.0989337,4.2673655,4.016901,3.8628354,5.00335,4.859425,5.326102,4.220161,Abdi
-200.434,103.49584,38.58421,26.192041,13.493211,8.581633,4.5137534,1.2258403,-5.4284077,2.2659879,-2.2626348,1.0602018,-0.15774354,0.026480557,-3.3730052,-0.012061999,-1.085688,-0.8521326,-1.9698756,-1.302294,31.260748,15.238458,12.07589,5.8660026,6.2114124,9.437223,6.1211824,6.5027533,13.819957,3.8654213,6.370321,6.267962,5.2578573,3.768058,3.9559662,3.3718739,4.516741,4.0039277,4.849954,4.1275434,Abdi
-182.20639,111.60988,41.364212,28.194445,11.670172,3.1925335,6.1368375,-0.17893454,-11.500957,3.9277446,-0.63304263,-0.7469348,-1.3058333,-4.199941,-7.721178,-0.57047564,2.8634899,0.2586741,-0.5812649,-0.3925604,43.524216,19.46105,13.631803,10.62123,7.9296813,12.731137,7.3422055,8.513446,15.47876,5.124571,4.930908,9.504913,6.876362,6.60438,5.243018,4.9546227,7.638021,3.5877092,8.530866,4.0473986,Abdi
-171.18013,101.2064,39.485817,27.345833,14.092985,8.694471,7.048747,3.416958,-5.606805,2.609467,-1.1420746,2.297496,-1.5409235,-1.8039216,-4.165651,0.6210038,1.2356477,0.8346457,-1.2775204,-0.71570367,36.020897,17.663923,11.198667,6.1433363,7.882202,8.838321,5.0247903,5.336069,12.354834,4.0821524,5.164692,7.6605897,5.6855335,5.553923,5.1681714,2.990286,4.6832395,4.0453916,4.076802,5.5962453,Abdi
-197.91162,101.9595,39.760178,25.05815,11.840286,6.1108828,5.228891,3.5292544,-3.4587994,1.7765847,-0.3782921,-1.0573837,-2.7420335,-1.7557751,-4.132203,-1.1848321,1.5893859,1.7846605,-1.097783,-0.7881194,37.928673,21.09828,13.230341,9.304419,6.9930005,11.941409,4.9281993,4.375995,10.712188,5.1242175,4.9116073,9.136897,7.8990655,5.4204693,4.479094,4.2706404,6.3534417,4.4351335,4.620719,4.582176,Abdi
-223.35544,102.04454,33.702015,24.330976,8.477875,1.6476947,15.358947,6.413609,-17.356594,7.1089797,-6.8503194,-7.5020514,-2.2530432,3.3764384,-2.1023946,-3.0033011,1.6315005,0.5747061,-6.796057,1.4057637,85.98101,15.431493,4.914224,7.515675,9.111411,17.714382,10.02247,7.099696,27.686007,8.001693,9.227649,13.732437,4.117979,7.2853894,4.413039,4.2253103,6.806605,5.8833065,7.5743794,3.8667617,Abdi
-201.04161,105.61667,32.806435,23.536217,10.217638,2.8830953,16.213104,7.2143264,-14.475513,6.551511,-5.7317324,-7.2408595,-1.1123874,7.4007473,1.0494274,-2.740255,-0.13036183,-2.8446481,-5.53382,2.4153383,74.822464,16.3177,7.211908,7.2509336,7.4496164,16.508121,10.463313,8.95432,25.330156,5.7822843,9.495469,11.951379,5.110478,8.46259,4.919195,4.7495513,4.97223,5.8867154,4.781794,4.832727,Abdi
-200.1472,100.35567,35.240536,29.50042,10.599089,8.990855,15.303553,6.1526766,-7.2418737,3.3116705,-6.4591804,-7.9971247,-1.7420847,4.2671957,-2.153343,-0.6819852,0.08293037,-1.2448986,-4.733755,4.3489785,56.44773,20.82335,7.773175,5.8394265,8.656199,13.481088,10.298126,6.508586,16.565351,4.942977,9.127877,14.013348,3.827062,8.089461,4.3218436,3.9134676,5.388935,3.9528868,5.171337,6.2628145,Abdi
-206.57834,93.75659,29.730997,28.190044,14.929916,7.043539,13.845697,2.3895955,-9.204441,2.556192,-4.2222166,-4.9806213,-0.44973382,3.7552137,-1.2797273,-3.5675793,0.9080185,-1.362997,-2.896805,5.642808,58.560314,11.322306,9.449971,4.290715,7.018283,12.931623,11.328353,7.0021057,19.02072,5.8400784,9.308075,9.111305,4.6611786,5.748207,3.4314985,4.4628935,3.6974099,3.6903918,4.276343,4.562636,Abdi
-188.53352,95.720055,32.381683,26.738111,13.161938,12.124185,18.616629,0.1030253,-9.243059,3.8434174,-1.9747653,-3.1126096,-2.7497635,5.801417,-0.06786823,-5.8377023,-0.19939707,-2.5758111,-7.347927,4.448446,55.555386,16.727747,9.692277,5.1955266,6.5342546,11.873428,11.177741,8.21597,19.786867,5.5546236,10.115772,8.118521,4.661706,8.325889,4.308909,5.9984293,5.458796,2.9302526,4.8143783,6.267364,Abdi
-184.81734,96.9989,33.6792,27.310814,13.844284,10.149095,16.023104,3.8943152,-7.199776,2.8117871,-3.064628,-2.5806842,-2.6345701,5.0235286,-1.0664732,-3.8186927,0.059754916,-0.2519451,-4.3907046,2.5426197,54.481518,15.578003,7.2473164,4.401158,9.918142,8.319654,9.660668,7.6507363,18.89885,5.039862,10.094959,7.685737,4.185525,6.793028,4.8720417,4.9713297,4.9565682,4.0441093,3.9785676,5.556037,Abdi
-42.18811,89.33971,30.571915,28.150064,18.876167,16.716545,10.966741,5.5996995,2.1860616,5.77566,1.3044235,0.3844129,-1.8013252,0.8397466,-2.0165792,-0.43044984,-1.019619,-0.28645763,-3.2143195,0.3808115,11.553978,3.898736,5.2029195,3.4321187,3.4429164,4.3775525,3.9314332,3.7477882,4.0487127,3.681901,3.3629575,4.133263,3.0170693,3.2024858,3.2040284,3.042378,2.8380196,3.1740541,3.6005392,3.036371,Abdi
-180.985,85.81167,32.547043,24.556768,13.824485,8.997063,15.624134,2.2404327,-4.1688304,0.599469,-3.2144525,-2.3087738,0.80546796,2.6193998,-5.540775,-0.756307,-0.14558546,-0.6262064,-3.492408,3.9247751,53.462322,22.348389,7.1779823,7.6395187,8.0291605,8.494627,10.089536,10.429277,15.870087,8.044854,8.346883,7.4296727,5.4942484,6.6569033,4.657481,3.8529832,5.1761317,5.7775073,3.8318949,6.1614532,Abdi
-198.8484,99.24147,37.32205,27.789787,14.216039,10.91706,12.949507,3.1318057,-4.3751154,-0.5425458,-4.016952,-1.3824713,0.26211056,2.2078362,-1.6609966,-2.3209577,-1.340474,1.8784294,-2.3068132,2.9144673,41.89812,17.836338,5.2987537,5.794352,7.2487817,8.767597,7.891846,6.442235,15.772063,9.33537,7.6025085,6.344862,3.3309853,4.287199,3.8225515,3.8766642,4.324858,5.2400074,3.3055577,4.181702,Abdi
-22.599092,86.25182,32.196205,26.236355,15.738544,12.121874,10.279498,6.227892,2.5737312,5.029836,0.059050515,-0.43378454,-1.1722677,-0.05140234,-2.83802,0.38078612,-1.3194537,0.5597167,-1.2518651,1.2368973,8.646823,5.5883837,3.5693593,4.535713,3.0363317,3.3315048,3.4500616,3.299015,2.407537,3.1237803,2.814915,3.1838138,2.2733135,2.833657,3.2238042,2.8667607,2.780309,3.424962,3.309704,2.689007,Abdi
-213.44759,99.26713,36.07811,24.889881,12.63881,8.412679,10.757866,1.5394021,-7.767069,0.26915908,-3.604833,-1.2435026,1.5763638,1.4072394,-4.092814,0.97791725,-0.72487724,1.7293658,-1.1593328,1.9507979,44.831932,16.072916,6.929354,4.706185,6.5373173,10.034743,6.6871157,8.636365,18.73355,6.879329,6.8523583,5.217054,6.216441,5.0645785,5.054385,3.5088918,3.916828,3.9970222,2.7351635,4.1570287,Abdi
-209.50366,93.76357,35.65677,23.622612,13.1755085,7.6136584,13.4163065,-1.4309623,-6.2908735,1.0896245,-4.4935007,0.65821373,1.367178,2.3923593,-2.3783019,-1.037197,-0.07089582,1.3103529,-2.6338341,4.5034823,46.79104,16.82704,9.077627,5.74069,6.9190903,8.681026,7.88852,9.21627,16.679935,7.4006977,7.896156,3.7603962,4.3341637,6.029194,3.2788095,4.111497,4.5736465,3.9084418,3.617192,5.033674,Abdi
-207.38666,97.58859,35.41919,24.391033,11.784161,9.223482,9.7650585,2.5446243,-5.3974195,-0.15844256,-3.0016983,-2.3182445,0.96780264,2.6228633,-3.5961227,-0.24001512,-0.09694526,2.1312172,-2.3094513,2.4274788,44.55577,16.078161,8.429971,6.6810164,7.5663776,10.730668,6.4937387,8.378761,15.421388,7.5074687,6.491619,4.5201807,4.102961,4.950677,3.4575336,4.7881093,3.5954185,4.3411236,2.6947117,4.5887094,Abdi
