mfcc_std_11,mfcc_std_1,mfcc_std_16,mfcc_mean_11,mfcc_mean_1,mfcc_std_5,mfcc_std_8,mfcc_mean_3,mfcc_mean_4,mfcc_mean_17,mfcc_std_15,mfcc_mean_2,mfcc_mean_15,mfcc_mean_18,mfcc_std_9,mfcc_std_18,mfcc_mean_9,mfcc_std_3,mfcc_mean_20,mfcc_std_19,mfcc_std_2,mfcc_mean_16,mfcc_std_4,mfcc_std_17,mfcc_mean_13,mfcc_std_14,mfcc_std_6,mfcc_std_10,mfcc_mean_14,mfcc_mean_8,mfcc_std_12,mfcc_mean_6,mfcc_mean_12,mfcc_mean_7,mfcc_mean_10,mfcc_mean_19,mfcc_std_20,mfcc_mean_5,mfcc_std_13,label_speaker
7.2451477,38.32671,3.8756456,-3.4815795,-162.82132,7.3274207,6.7539344,37.86634,23.68155,0.42987004,3.8430057,91.57074,-1.1027336,0.40071717,12.840334,3.1181102,-2.9090586,10.174121,-2.4788728,4.3427896,17.350348,1.621413,10.577422,4.1884704,-0.077314086,4.5986576,6.2697544,4.6514688,0.29103342,5.671369,8.527364,12.574475,0.26725468,13.188555,4.885889,-2.2649558,4.711425,14.9583235,5.029272,Abdi
8.878016,52.27228,4.7780313,-4.7937655,-172.16873,6.6565566,8.031914,40.822266,23.209208,1.6786158,5.323381,102.39955,-5.013907,1.2073808,13.975858,4.054003,-6.0337286,14.21637,-0.66274637,4.9305096,20.657812,2.5958588,13.235706,5.2095714,-2.9091756,6.935202,9.840449,4.455036,-3.4231796,7.112104,13.420516,9.359598,-1.7327322,11.531156,4.2368865,0.591746,3.8052552,12.907053,10.107421,Abdi
6.7909,60.720108,4.316818,-0.6676186,-113.48717,8.684892,7.934684,30.582426,19.71908,-2.5928936,4.2332,88.931786,-1.8670257,2.2064002,11.411073,4.1687813,-4.3440423,12.150994,-1.468935,5.1768613,20.599888,1.5251962,11.491625,5.9391007,-0.15392363,5.7172294,7.8975797,5.0407467,-2.2795205,4.8345194,6.5061765,9.367773,1.8864405,11.313765,3.2893,-0.9689074,6.395324,11.980281,6.1804676,Abdi
6.8335824,50.72489,4.5906525,-2.8633902,-159.74094,7.136901,6.319566,35.70577,23.086466,-1.070453,3.5624635,95.59698,-2.5196517,1.4411235,11.62762,4.854528,-2.2925138,10.920979,-1.0296577,4.487592,16.9339,1.2367132,11.980151,4.915782,-0.8977546,5.222153,8.683358,5.616148,-2.1282449,4.635739,7.7229514,9.425023,-0.3514639,12.617849,1.8007759,-1.4780207,4.7828135,14.265404,7.2062774,Abdi
9.138112,55.59519,5.0210605,-1.4159306,-161.8905,6.005859,8.024462,33.070644,21.86022,-0.8882359,3.595138,102.69119,-3.1911168,0.64063096,13.067521,4.8870068,-3.729341,10.967695,-2.8952353,4.5944066,15.533737,1.7662294,13.033256,5.09787,0.009741615,6.530558,9.385994,7.5212893,-3.7181313,1.1715094,8.766126,9.342377,1.1084006,11.638469,3.6597288,-2.733789,5.90108,12.026627,8.813841,Abdi
7.072604,46.65311,3.6449947,-3.200101,-176.43884,6.904248,7.441803,38.883865,26.669897,0.028987136,4.627484,103.52655,-5.2464952,2.3825753,13.432145,4.6355247,-6.5035515,14.000296,-1.6530648,5.2254167,18.489841,0.560967,9.7923975,5.3876257,-1.3285948,6.002078,9.5301285,6.3454595,-3.4330313,2.5598984,8.362468,8.888994,-0.33438173,10.9334545,3.711657,-1.2986536,4.5256767,13.063102,7.1128483,Abdi
5.0899916,30.206623,3.7926986,-3.3700335,-196.46129,5.225176,3.7669487,41.59515,30.166588,1.556778,6.483234,103.665924,-7.5713744,1.731213,8.206226,3.0367928,-1.3390096,15.054938,0.60147446,6.2277875,18.675377,-1.7092658,7.4603105,5.9424977,-4.3159347,6.817735,10.354312,5.7728424,-3.0783105,8.263737,10.474036,7.2575183,-5.8257074,9.691174,4.608025,1.9119366,3.095839,13.815845,8.338543,Abdi
5.955946,45.468975,3.8838193,-3.9378595,-161.4417,5.824515,5.8801622,36.377487,24.698843,-1.5549148,4.1424856,101.476006,-4.2683735,2.1032364,12.376388,4.327165,-4.25383,11.303598,-3.0553248,4.1551294,13.272702,0.104883455,9.81098,6.1397886,-0.7060098,5.6699452,7.8778663,5.046491,-3.4741821,3.7983408,6.8225837,8.73056,-0.9852052,12.003645,3.68601,-0.14718325,5.6897335,14.272056,7.7609925,Abdi
8.854734,50.5371,3.7297993,-6.1889725,-174.55963,7.0544086,8.527752,40.170425,26.942385,2.379213,4.293017,103.24237,-6.421829,1.2616475,12.695427,4.852575,-9.388674,15.446496,-1.4479449,5.1722503,17.018948,-0.4171069,11.900959,6.321672,-4.5703254,4.4102035,9.922691,6.6357656,-4.1070833,8.973005,13.6489525,5.974274,-6.2658544,12.456349,4.6459494,-1.0034488,5.113313,11.429043,8.009541,Abdi
7.451469,65.39515,5.4493904,-5.8131366,-203.06654,8.471347,4.9405494,35.852947,19.769989,-1.8224133,6.405078,92.60432,-4.982241,-0.48751268,11.948482,3.677453,-2.819678,11.532772,-1.533993,4.967941,17.78428,-0.105143204,10.80912,4.4061656,-0.66051745,6.320214,8.090196,5.48178,-1.8944736,4.541793,8.080552,9.308242,0.41718897,11.828081,6.1804886,1.3707447,5.500036,14.93547,6.92103,Abdi
11.491063,35.84997,5.312697,-7.7362766,-190.42096,9.024807,7.4456544,39.862038,28.929731,2.6767817,4.50481,103.72714,-5.4587607,0.44026378,10.575233,3.7638986,-6.162089,14.068548,-0.44202736,6.1666226,16.069899,2.6927788,8.857188,4.7492757,-2.4722736,5.3598886,11.280688,6.344293,-2.223659,7.1233597,11.718236,6.463436,-6.8160615,11.373045,5.054496,1.8711574,3.0637038,12.268625,8.600182,Abdi
6.4643564,69.892365,4.239734,-3.553503,-187.50763,4.954364,6.79226,30.734903,23.492653,-2.1356964,4.788839,103.44253,-5.0641217,-0.49012333,15.784496,4.1813035,-7.8268185,17.053635,-0.37465042,5.7663713,17.447193,1.5611831,14.0840645,4.3395443,-0.8244877,6.4049306,9.676081,6.138533,-4.0719304,2.6063864,6.849184,8.24634,-0.46759117,9.685971,4.5527205,-0.89934146,3.7645707,13.878622,8.906353,Abdi
8.298374,45.468983,4.3021665,-2.5902696,-168.96643,4.7693877,2.4040406,35.12265,22.846008,-1.711938,3.0190225,104.571785,-3.780584,0.60282016,13.609065,5.025967,-5.505159,11.491997,-1.8410889,3.3489664,17.336802,1.1534303,11.437339,4.937755,0.8690251,3.9806874,7.5958204,5.304999,-1.1131347,6.576334,7.792736,10.406465,1.5976086,10.973185,2.3820772,-0.1947636,4.9730234,14.864128,10.823031,Abdi
7.2331195,56.21082,3.4844484,-2.1598709,-179.70157,9.030147,8.865802,31.927242,22.711617,-3.1448298,4.838637,105.022736,-3.9266357,0.83042717,13.073928,5.9589934,-7.118641,17.64524,-2.1412768,5.065555,21.916353,-1.4092764,8.91019,5.993241,0.07135362,6.943234,9.148029,5.5429206,-3.9044516,1.5134271,10.537739,9.8710375,0.5752926,11.982905,2.838085,-0.16001335,3.9693458,11.932909,8.877695,Abdi
7.439733,57.155106,5.8760185,0.36670867,-185.12183,6.258306,9.144819,30.516184,13.5051365,-2.4261842,5.303877,102.839516,-1.886642,0.41316983,12.800658,3.6087728,-7.968128,14.260388,-2.5120463,4.412808,22.584728,1.1269418,11.745214,5.5631475,-0.9102161,6.4677444,10.765306,6.044379,-5.6617265,-1.0195357,9.522547,5.5038357,2.2922807,8.170747,2.8589075,-0.732855,5.526256,12.526788,7.01418,Abdi
5.412413,44.60197,4.2323403,-0.8413964,-173.54178,5.9963083,7.463671,35.181713,24.658787,0.72566056,2.7594128,106.807274,-0.0030358387,2.4716465,14.401338,3.8929207,-4.7925773,11.164702,-0.22299364,4.124911,16.421753,2.586576,10.71128,3.8844173,0.85173297,5.0248528,6.758136,5.6260004,0.84497833,3.660811,7.67205,9.786046,0.45220387,10.554729,2.4853952,-2.7021236,5.660149,14.623642,7.758322,Abdi
4.971876,62.176567,3.103998,2.005272,-181.92897,8.752321,7.5952168,32.360912,23.654877,-0.096104026,3.6038115,92.53656,-2.5657613,3.67686,10.596718,3.9981925,-2.5854406,10.319552,-0.69459456,3.779204,18.623383,2.6745062,8.310807,4.808133,1.0830258,3.6016605,7.8755474,4.950745,0.989315,4.725242,6.2036138,14.1509285,1.7332253,8.800751,1.4175323,-1.366736,5.226399,15.338029,4.7886667,Abdi
5.363443,23.999382,3.4484088,0.7366733,-185.0948,3.8312106,4.564295,37.415405,26.114708,0.9853134,3.850333,96.41773,-2.7742472,3.1965206,7.6722293,3.2148554,0.4940317,11.500185,1.3544455,2.8624308,14.159316,0.48039198,8.634223,3.739081,0.18023768,3.6952896,6.48392,5.3380466,1.2466127,4.495919,6.9953775,11.353546,-0.03417027,11.044997,3.2328808,-1.0463517,3.5787072,18.323572,5.578448,Abdi
6.544287,48.977093,4.4717493,-2.0743754,-121.72128,6.899427,12.031895,49.74997,6.3422394,-0.5432111,6.336421,66.92237,-2.9000828,1.8251452,15.062157,4.662213,-4.9707,19.522757,-2.0616834,6.021266,30.432524,2.1064446,12.915196,4.807694,-3.4917378,6.0565352,7.5150456,4.58023,-6.0391865,-2.2859738,10.269755,2.7833254,-2.599704,10.3977995,-0.43344188,-3.4943025,6.863856,15.213913,8.943328,Abdi
5.87277,33.6879,4.8236794,0.7028306,-159.41585,7.392319,5.9120884,42.950268,19.453375,-1.3378295,3.6832774,90.23647,-2.946761,2.7542534,14.340792,6.3321543,-3.2212074,11.995652,-2.339055,4.0907536,21.447865,0.40416688,7.7003064,4.3510942,-0.99675435,5.20329,8.861816,4.0881567,-1.632524,0.77839494,8.322886,6.4288225,0.9068598,9.117449,3.0818572,-4.021325,6.317689,16.455097,5.9283957,Abdi
4.462903,46.846806,4.3122864,-1.3140234,-176.44542,7.931941,7.503315,39.82184,20.51057,-0.30356556,3.6674802,105.93647,-5.8874884,3.1337435,13.215796,6.6692452,-9.479385,12.768439,-3.7192483,5.555588,19.275114,1.6898651,9.072584,4.904952,-0.7500848,5.7896185,9.160667,3.6761293,-4.2096605,-1.5158333,9.415423,9.868342,0.5856814,6.719258,1.8135637,-4.561238,5.6501713,11.768991,7.270321,Abdi
6.522892,34.60117,4.229884,-1.714515,-196.53389,7.3590593,7.4162545,39.349476,23.226923,-2.1647122,4.51656,103.18751,-6.505825,2.321205,12.5426035,6.044429,-5.437143,12.39128,-1.5673006,3.7383914,18.760876,-0.9290091,7.9755564,3.9222326,-1.0703403,4.090437,7.4056025,4.9710913,-2.6322439,1.1117594,8.715782,8.018637,1.2745175,4.8387256,1.8510611,-2.3413072,5.351558,12.08021,6.606548,Abdi
4.411053,17.707022,4.159105,-0.05059747,-91.26303,5.553961,3.2903984,29.696934,25.455654,-2.3897731,3.8018358,83.10878,-1.2025132,0.55617064,3.777132,3.410661,3.8154426,8.003031,1.0755922,2.9106672,9.193783,1.064059,6.242489,2.720289,-2.0985646,3.566633,3.5218837,3.8056169,-0.21691073,3.8878179,2.880486,12.328635,0.8816612,7.6240067,3.0334392,-2.4812906,3.4120882,18.258455,3.2562149,Abdi
5.72102,47.993446,3.537153,-0.54820526,-180.88773,6.911577,9.764274,42.47567,20.751945,-1.6924499,4.02889,91.71871,-4.525169,2.2066157,13.599732,5.488705,-6.0760803,10.982655,-2.4661462,4.6776752,19.178368,0.5195378,9.87243,4.5658717,1.5304388,6.644176,9.167751,4.5521464,-2.517195,-2.2096837,9.096092,6.324325,2.6817086,6.302441,1.1645235,-3.333537,5.1567225,15.737444,8.429476,Abdi
7.1614122,57.031876,5.0650253,0.2486292,-200.5191,9.227628,10.078054,35.140484,18.839851,-2.5919802,5.9401393,102.41642,-5.157684,1.032459,15.026923,4.9255776,-8.167572,15.764669,-1.1625535,4.358848,20.988146,1.9375855,13.517841,7.0488315,0.5286965,5.557652,11.36199,7.124214,-1.9031216,-2.7791462,9.471035,6.0010223,0.77564347,8.356522,4.277277,-3.5623724,5.226414,11.950949,7.128397,Abdi
5.097646,64.53882,5.0122576,0.6734187,-211.4129,10.072239,8.291378,32.938282,19.30506,-1.5911003,6.8872647,108.29917,-6.3570504,2.6363513,16.757116,5.978131,-9.384178,15.518207,-2.8405979,6.0159154,18.897346,2.6182127,11.488335,8.050283,0.5707327,6.911011,12.241482,6.2773867,-4.143695,-0.11992704,8.179469,4.893616,0.55157226,7.890714,6.295478,-4.362226,6.6704874,9.090606,9.372386,Abdi
4.604224,37.641983,3.974811,-0.12642595,-160.88678,8.717422,5.8823357,37.796696,21.772488,-2.1884434,3.172717,108.47603,-2.393634,2.5553854,12.296215,5.968935,-4.840265,11.218462,-2.7445629,5.533583,18.771374,0.5768407,9.06246,5.1139064,-0.05159861,4.655756,11.265624,4.5441165,-2.2421596,2.0234573,9.594668,6.27988,0.21550077,6.2055707,2.772688,-5.009892,4.764655,10.768391,6.117722,Abdi
4.7115006,41.19142,3.6354437,1.3551818,-176.61784,8.186077,6.9622045,36.411777,24.135288,-2.928706,3.1121175,109.70516,-4.577879,1.6632553,14.140547,6.6901646,-6.012504,11.202462,-0.58269525,6.197649,19.618576,-0.57922304,8.165913,4.285548,0.4498182,4.6520734,9.943319,3.840675,-3.177604,1.2212682,9.06777,6.7141995,2.8086689,6.5146484,2.9416955,-4.7995453,5.133416,11.029212,7.68458,Abdi
4.1562457,58.02159,4.4852486,-0.02910074,-221.00958,9.499389,8.002725,34.705616,21.310505,-4.756187,6.8465986,103.95727,-4.250925,1.3805331,14.2523155,5.598738,-7.217528,15.912418,-3.2324004,6.1640797,21.688942,1.0406307,10.255251,5.8006988,1.0345247,7.500784,10.936053,6.2272444,-4.3167524,-0.5900548,8.276446,6.517702,3.4623828,5.607107,3.646626,-4.9643397,5.6879764,11.920028,7.4779835,Abdi
6.4431005,64.38,6.7931485,2.20284,-200.6394,8.094261,10.108435,39.808895,30.24583,-2.0399506,6.5405555,110.29882,-6.4757924,4.162289,16.154541,6.0144496,-12.209323,20.92923,-0.5313528,6.9180913,20.09597,-4.573944,10.346592,7.0781446,-4.6588607,8.723219,16.488586,5.036253,-8.105494,-0.58368105,10.886506,-1.7714391,-2.6659951,-0.40003198,2.4871187,-2.0340645,5.097467,10.674293,5.0820475,Abdi
6.928671,68.26788,4.5579844,-0.018288689,-215.15326,6.014194,10.2652645,35.0543,24.985773,1.014305,5.787488,110.69166,-6.794176,1.1353984,16.77911,3.9354818,-10.652145,22.761068,-2.2417395,6.8194313,18.995949,-1.1302881,9.380745,7.25619,-3.4130788,9.07766,14.846092,8.75779,-7.5989194,-1.0763035,9.303807,1.0855883,-1.1823664,2.1618369,6.1559587,-1.3211446,5.326135,12.953121,7.8187366,Abdi
4.3301506,49.261612,4.7946796,-0.23319015,-208.81007,8.486872,7.55258,42.070038,27.404469,2.2480888,6.318697,104.22637,-4.897198,3.5823572,13.04951,4.7962866,-5.983871,18.330345,-0.6143997,5.1170373,16.947865,-0.010366697,8.179873,6.279316,-4.6538334,7.2012763,10.554996,3.215859,-4.141401,3.5234408,7.731914,6.0105767,-3.4299927,1.9740465,4.516775,-0.8334909,4.2656455,12.185543,6.369937,Abdi
4.0289187,32.95235,4.140422,-0.69752896,-189.26704,4.5886183,4.693905,34.932026,31.408966,0.33362296,3.175576,102.444176,-3.8066823,0.109382875,12.307,5.2509103,-4.6559563,8.463831,-1.8423244,3.562979,15.354293,-0.0785984,6.4523892,7.0246987,-0.096429914,3.2542007,8.911431,4.7079234,0.9872196,2.6148324,8.499179,8.265623,0.14434597,7.403865,3.6924298,-2.960469,5.2038703,14.7404375,4.8264213,Abdi
4.2892537,34.845627,3.5771165,-0.10653702,-156.9578,5.517613,5.4119315,35.41793,25.332485,0.25103047,3.68022,102.98068,-3.5069308,2.5457773,12.9463625,4.1523504,-4.118394,8.570898,-3.0544655,2.537005,15.208926,-2.1422231,6.815838,3.8279214,0.038738262,3.670025,8.560659,4.9043274,-0.78931564,2.2314281,8.201784,7.3976,1.3907094,6.5405893,2.423667,-2.2856972,6.184467,12.842181,6.514629,Abdi
5.914011,33.88024,3.7835543,-1.2055327,-199.69199,6.5841846,8.391424,35.513676,27.818369,-1.0253274,3.3150904,101.95648,-3.477676,0.09083713,11.378869,4.8443046,-3.4816062,10.565789,-0.8914097,3.9235923,16.54265,-0.5781288,5.656925,5.4961834,-0.5056516,4.8375654,8.322074,4.808734,-1.0405625,2.0200634,7.345941,9.180954,-0.15911508,7.2218194,3.054804,-2.6149418,4.52784,15.49596,6.1724386,Abdi
5.154094,45.34397,3.6008296,0.8974794,-180.89273,6.5983686,6.583505,34.974422,25.264784,-1.7592665,3.271107,106.38583,-1.8023679,1.4688146,13.628785,6.6879663,-4.9612937,10.523354,-3.468862,5.5969357,18.691126,-0.83353436,6.7809973,4.1484523,-1.2172891,5.105006,12.500509,4.776787,-1.32858,1.2764796,8.291205,4.6319165,1.6623487,5.346431,4.12147,-5.8738384,6.6332393,12.836914,5.3346324,Abdi
6.0377417,44.395733,4.124147,1.1163371,-201.3419,7.0794234,10.457377,44.335773,26.942167,2.5247734,5.9051824,112.14096,-4.7652116,1.9970417,14.105265,3.5285463,-8.72364,16.316833,-1.1751305,8.651319,21.94812,0.13322231,8.301272,7.0725765,-2.207808,7.920639,13.851145,6.203938,-5.90102,0.2345657,10.831813,0.7095069,0.08703199,2.5055914,7.0758195,-0.7842803,5.445583,10.559258,7.496394,Abdi
