mfcc_std_11,mfcc_std_1,mfcc_std_16,mfcc_mean_11,mfcc_mean_1,mfcc_std_5,mfcc_std_8,mfcc_mean_3,mfcc_mean_4,mfcc_mean_17,mfcc_std_15,mfcc_mean_2,mfcc_mean_15,mfcc_mean_18,mfcc_std_9,mfcc_std_18,mfcc_mean_9,mfcc_std_3,mfcc_mean_20,mfcc_std_19,mfcc_std_2,mfcc_mean_16,mfcc_std_4,mfcc_std_17,mfcc_mean_13,mfcc_std_14,mfcc_std_6,mfcc_std_10,mfcc_mean_14,mfcc_mean_8,mfcc_std_12,mfcc_mean_6,mfcc_mean_12,mfcc_mean_7,mfcc_mean_10,mfcc_mean_19,mfcc_std_20,mfcc_mean_5,mfcc_std_13,label_speaker
3.1754947,20.098736,2.4441857,-0.3691186,-210.3887,3.591878,3.8544452,31.980736,25.911322,-1.8380128,3.7774966,95.38005,-2.6433299,0.79902554,4.836514,3.164079,1.5515423,7.6155725,0.68798304,3.2886405,11.042199,-0.26077938,3.4987772,3.690548,-0.9006008,3.750045,5.627355,3.4417553,0.28384745,4.6577983,3.8287132,13.023592,1.4329336,7.3754344,3.7554822,-1.7724581,2.7544563,15.946971,4.240925,Abdi
5.1461167,50.576195,3.8566566,-0.28019792,-185.768,9.894459,7.747841,43.263306,25.52822,0.31438056,4.9213357,108.31002,-4.62019,0.75828844,13.284129,5.043968,-6.19864,15.5143585,0.9396289,8.065795,20.562706,-3.375358,10.293927,7.49423,-4.05472,7.615444,11.949329,5.256273,-5.4389043,1.3115534,9.077961,6.700566,-2.6465962,2.7761152,5.425521,-2.4166696,4.146985,11.208903,6.119261,Abdi
5.7435403,66.44889,3.6769269,0.238842,-216.54633,9.032159,9.501683,34.702564,20.860407,-0.22306478,4.306365,106.677666,-2.0326064,1.605707,16.032665,5.3849964,-7.658371,15.891642,-1.8540555,7.236064,18.892906,0.7988379,11.775192,5.830526,0.12401852,8.776438,12.441527,7.1743445,-4.607892,0.13423677,9.08886,6.1976542,2.5478816,6.9427214,5.8596344,-4.6718574,4.707247,10.470418,5.272666,Abdi
5.6646795,52.576775,4.1630654,1.683493,-187.37447,9.699844,10.517551,35.205143,24.113846,-2.3286376,5.1510797,104.12103,-2.4162545,2.2678452,15.119878,4.476071,-6.0489874,13.040899,-0.6376882,7.3416457,18.185247,0.23721388,10.601737,3.649279,0.2826352,6.9173794,9.871634,6.3273997,-2.8148623,-0.27984482,9.056073,7.1321087,3.0179963,7.7755194,4.6047997,-5.3657913,4.3131065,10.938548,6.573696,Abdi
6.782125,62.387917,2.898625,-1.7993666,-206.88936,8.03118,7.0755157,33.536777,23.751184,-2.1493702,3.61247,107.158936,-1.6541975,2.1591654,14.8119955,5.1338797,-6.5039144,13.462817,-1.1849736,7.280472,18.677423,-0.70746624,11.859441,4.171736,-0.6112631,7.23908,11.105658,7.43341,-3.6107993,1.8438966,10.498702,7.5316243,2.4073188,7.062842,4.054284,-6.0288897,3.9915872,11.910417,6.3655047,Abdi
6.3979073,57.84843,3.7245417,-2.2984498,-175.97662,7.163636,4.328311,38.256943,26.115644,-0.14060412,3.3022344,103.57,-2.8439462,3.2923443,13.004268,5.5523415,-4.252022,14.946734,1.3795941,8.020465,20.666046,0.25022992,11.169917,6.054589,-2.20595,5.863883,12.430808,4.6159444,-2.5794897,3.3516119,10.316256,7.4155726,0.88283986,7.174887,4.1773386,-3.9456205,3.8679268,11.564013,6.2177134,Abdi
6.891657,53.479992,5.054721,0.31094155,-189.7484,9.299519,8.417231,38.219795,24.585142,3.1812139,3.9091601,112.77864,-0.79447395,1.7055856,16.587109,3.8812764,-9.109306,13.864791,-1.3914751,6.5164213,19.992363,-2.3419724,10.001767,5.660489,-3.5242748,6.623458,13.537734,5.793027,-4.498075,2.6589231,8.532196,2.7038,0.91435814,5.229752,4.624783,-4.906289,5.9949107,11.380122,8.909718,Abdi
7.7633348,59.422955,5.1093535,-2.540583,-221.8368,9.261394,8.928713,37.219517,24.260462,0.7881889,5.5491147,108.60038,-1.8560004,0.8323415,14.082342,3.4879618,-6.8904862,14.926331,-1.4586322,7.7839823,18.966682,-0.14049344,10.766855,5.0014114,-4.0438356,7.340055,14.326001,5.7812705,-4.531619,2.6216962,14.215234,3.3096764,-1.9952751,8.769343,3.7994113,-7.2198296,5.713696,11.866194,6.940234,Abdi
7.0079374,52.855003,4.229229,0.3774809,-198.32004,6.77019,8.638563,39.566372,22.6438,0.51206195,4.257526,108.09585,-1.9947702,3.5152633,16.124393,4.946325,-8.745923,15.592861,-0.4334669,9.415373,19.299797,0.119202614,10.94335,4.7977667,-1.2740732,6.310397,13.032977,7.0353947,-4.1515646,-1.2218665,10.035316,4.6259813,2.0616744,5.301675,4.0381317,-6.5019608,4.039268,11.795507,6.367916,Abdi
4.8224673,51.528606,3.8002274,1.0192392,-218.36131,8.048513,7.424378,36.34521,23.02903,-2.2415185,4.579943,103.65754,-2.5376005,1.4330999,13.177601,5.028648,-5.1803303,10.372239,-1.7784137,8.565669,17.537535,-0.73676646,10.219025,3.9680111,-1.9471097,5.679387,10.895265,4.8245473,-2.7224035,1.2814492,6.6097503,8.4192915,1.0351461,6.087062,3.8902533,-6.403327,4.095969,12.2247505,4.4969993,Abdi
5.4231853,42.650772,3.7395825,1.1350787,-166.34169,6.1239324,6.2270956,35.650284,22.412523,-0.62101644,4.139419,105.50281,-0.36046052,2.0770805,11.689582,4.9116488,-3.1939025,10.796497,-1.7138048,8.180053,19.417135,-0.85637885,9.868317,3.8635912,-1.0204666,6.0395823,8.90146,4.84884,-1.8616029,1.960729,6.6031394,8.791746,2.5824704,6.296364,3.8899732,-5.9511166,5.423501,11.714244,4.5392957,Abdi
8.129696,49.942165,3.0588002,-1.2625853,-195.74275,10.46936,6.3979845,36.150276,22.102253,0.31287137,4.7196417,105.78332,-1.1913943,0.44883364,13.136787,4.266631,-7.7358847,11.432657,-2.5736687,8.577603,19.161871,-1.081974,7.5194364,5.093387,-0.7086546,3.4645276,13.53783,4.3815284,-1.0713603,2.0429528,8.847181,4.0596366,-0.5229893,4.901234,2.5463166,-6.8288083,5.209883,10.824264,3.5998802,Abdi
5.8008614,55.682,3.9110672,1.2564574,-206.26799,7.53708,8.45945,34.848915,22.712347,-1.4712679,3.1238723,104.67625,-3.37632,2.0402253,16.218914,6.041583,-6.5809107,13.139809,-2.2775948,6.289317,19.008942,-1.0963149,9.649286,4.9510922,-0.40460697,7.609379,10.983354,6.8251433,-2.89608,1.521102,8.072004,7.1057115,2.2513115,6.9909816,4.1320314,-4.6061954,5.9623046,13.217702,6.1953373,Abdi
6.6178184,50.123985,5.1200514,-0.46093237,-206.4893,8.433819,7.744258,35.088478,21.22897,-0.64841336,3.2307456,104.656525,-1.7135897,0.48039198,16.12082,5.386162,-6.318905,10.93435,-1.9065388,6.7971663,19.408035,-0.08638901,7.87471,4.382158,-1.7767457,6.502093,11.575506,5.710967,-4.1354136,3.4104233,8.724576,5.476814,-0.15776014,6.448367,3.6827226,-5.8703823,5.5825057,9.832365,6.7977953,Abdi
6.3491364,51.31125,2.997647,1.4316723,-185.0489,7.2016125,6.616603,39.555653,25.079378,-2.0596333,4.4589443,106.3193,-1.9031268,1.9496351,13.529402,5.114794,-6.7049103,15.659543,0.033219192,7.610908,20.048563,-2.6542275,10.226158,6.657746,-4.354023,7.29585,12.901257,6.512592,-5.4954967,2.7547753,10.7258625,1.26203,-1.6075208,3.6116695,3.9099166,-5.3146234,3.7076693,12.405913,6.8041234,Abdi
3.2734818,29.819258,3.6885557,-1.625009,-211.98038,4.8262467,5.5857205,38.853725,29.503647,-0.29715994,5.1715574,104.3348,-4.708843,1.2628767,8.219104,3.7483683,-2.2265007,14.493644,1.8145577,2.5988443,19.718803,-1.9347253,7.237169,5.3688083,-4.314596,4.766155,11.612811,2.8293,-1.602293,3.2768579,7.2771955,6.686007,-3.5072942,5.375528,2.6511025,-1.1245106,4.3726363,14.380316,5.426092,Abdi
5.331335,58.472992,3.3681164,-1.6289414,-211.27509,7.60455,8.013612,32.813683,23.932714,0.07592863,4.549896,103.24602,-1.4570506,2.8660748,10.964806,6.3035984,-4.5357857,12.182807,-0.73228514,7.181256,18.26646,0.36026415,10.240113,4.640369,-1.6895816,7.3301435,10.728589,6.0669093,-3.3847518,0.13894172,7.6785617,6.585694,1.0371666,6.695379,2.6025596,-4.876057,4.15702,13.723534,6.497178,Abdi
4.7495418,47.887413,3.0895624,-0.6631476,-189.41527,8.941278,7.1627216,35.382774,24.178156,0.14501627,4.0172443,106.53906,-2.5585868,0.87607765,12.0848055,3.3910604,-4.587749,9.006785,-2.293603,7.379485,18.986618,-1.4577461,6.437209,3.916666,-1.5474217,5.263941,13.789707,6.6940184,-2.3771496,2.259564,8.228513,5.600305,0.27996233,7.030574,4.0742702,-5.699967,4.9036255,10.35516,6.373044,Abdi
5.672873,47.191193,3.8003278,-3.0719397,-192.38312,8.0721445,5.879716,35.569126,24.15198,-1.0426391,4.154386,102.84138,-2.1449366,1.1243126,11.465072,5.2844305,-4.6316414,11.279269,-2.2005665,5.6198854,19.24823,-1.593009,6.957224,3.9670901,-1.2306705,4.9897337,13.492556,4.42477,-1.0825186,2.2614615,8.463257,5.827606,-0.2741537,7.3971286,2.2671552,-4.650725,5.881465,12.0883045,5.542666,Abdi
7.5684066,51.013824,5.52934,-1.7813685,-198.5936,8.44698,7.9429884,35.45323,23.88294,-0.14450161,4.2654734,107.00735,-2.128661,-0.354144,10.547645,3.7819462,-5.0522375,12.943681,-3.2362773,6.513812,20.614319,0.17075169,8.280703,4.6493855,-2.7486436,6.2289743,13.793108,4.768333,-3.7922554,0.6832502,10.21565,2.8587363,0.3825031,5.7066965,4.3361316,-5.439368,5.394447,9.5339775,5.4848003,Abdi
4.7497864,63.7565,3.7183616,-1.4830568,-194.60954,9.217005,9.317808,35.85158,23.943567,0.9357345,4.6069202,106.22014,-3.634437,-0.06706315,14.702703,4.656863,-9.141409,12.841727,-3.3516662,7.160817,19.040829,0.4004072,9.689326,5.9232593,-1.9175957,6.9599085,17.50958,8.314505,-5.7079043,0.83042854,11.473341,2.5860853,-1.732181,6.7296915,6.438087,-5.2253704,5.57613,10.358763,5.7909584,Abdi
2.858134,6.5201373,3.0925462,0.59794235,-15.703387,2.7899406,2.4199803,31.752306,26.266867,-2.769041,2.8348868,92.8166,-3.0624814,-0.7969643,2.923776,3.3362339,1.965007,3.5900738,0.11424167,2.5058825,2.5875216,-1.3819947,2.7699714,2.9344764,-0.4647147,3.0302508,3.069041,3.4578025,0.23152076,5.5584097,2.9513364,12.908184,0.7696518,8.171628,4.5107346,-2.4919968,2.6634433,15.484437,3.546084,Abdi
3.201431,5.450947,3.0455818,0.96608746,-54.605972,2.5651555,3.3286116,32.062252,30.701355,-1.5992842,4.0112214,94.17812,-5.1282606,-1.6265275,3.8993378,3.2653692,-1.438766,3.3760874,-0.6440648,3.4272678,3.265679,-2.388481,3.4038386,3.3883839,-1.5682937,3.3376107,3.2714427,3.0321364,1.1620404,8.423603,4.0544906,12.439289,-1.9218283,11.5593815,3.3232212,-3.7876463,3.3923836,19.007965,3.3524299,Abdi
5.737014,50.42356,4.0961604,-0.40627074,-204.31477,10.061101,8.480758,34.95375,22.728249,0.031457417,3.188726,105.125885,-3.250834,0.62046355,12.27015,3.7527132,-5.595937,12.014828,-3.3674674,5.3467317,20.480837,-1.3439866,7.9697213,4.990589,-0.7709789,7.460007,12.788852,6.32379,-1.5890278,3.532079,11.045361,4.531355,0.18813258,7.2224517,4.810654,-4.7575483,6.366456,10.356621,5.593213,Abdi
4.2116146,61.29875,3.7623584,-0.6097249,-221.35081,9.736225,6.6528716,34.01704,25.635553,1.5051749,3.8427296,104.25979,-3.3455193,1.639214,12.916682,4.090577,-4.051598,12.953124,-2.4389024,5.720319,20.160852,-0.7837055,8.40935,5.997628,-3.11128,6.63807,16.186483,5.18725,-2.1300533,3.6348693,9.549111,4.0185413,0.20487234,6.570497,4.6423364,-4.9164553,4.2467194,11.4097185,5.967138,Abdi
4.7952065,50.916348,4.083341,-0.029779874,-218.28206,8.077252,6.0984306,37.34715,26.955473,1.2925682,3.6132922,106.55124,-2.6240587,-0.14364327,14.858709,4.399141,-4.7526937,10.062506,-3.2262323,4.4537773,16.850227,-1.5857832,6.9843664,6.1022935,-1.6485932,4.143026,13.295264,5.1632943,0.33330414,6.0587864,7.929406,8.022888,-0.15736859,9.499257,3.4450638,-5.7002645,5.762399,14.801859,4.5754232,Abdi
5.292082,61.459526,3.5924854,2.1466038,-249.35472,8.84444,5.151716,33.664738,24.835827,-0.98676884,2.893761,104.414856,-3.7793767,-0.16274014,13.085211,4.4540524,-4.563386,11.899344,-1.905273,5.9401293,16.994751,-3.5732079,9.715568,4.992903,-2.8531718,5.231868,12.866116,4.989038,-1.1399698,3.8782327,8.018982,4.8378973,2.6954887,6.810248,5.9453325,-5.6585383,5.513729,11.296098,4.6772943,Abdi
4.887946,57.015312,5.607076,2.3925714,-188.89922,9.046883,10.07271,41.47166,25.281322,7.32149,4.4901752,108.696526,-4.0003066,-1.7498262,13.370759,3.8494475,-10.374506,18.338861,-1.4960424,5.2766724,19.336348,-5.135217,11.018593,8.379873,-9.319711,5.8717556,19.977802,6.324688,-4.65169,7.4303393,12.741827,-6.2705126,-3.5404205,2.8499076,5.8150134,-3.2642758,3.9183197,10.075096,8.363723,Abdi
5.4920335,51.708797,3.4887936,0.03448293,-192.03397,9.724233,5.9760265,35.009228,22.998219,-0.24573743,3.0079877,100.007324,-2.415075,0.1595553,11.769577,4.0051737,-5.412001,10.898503,-0.3833191,6.4476113,15.026471,-2.6070287,9.655568,4.9711914,-1.9284781,4.5927134,11.505377,4.715541,-0.61365074,2.8778808,6.044194,6.1266327,1.8712631,6.537965,4.8097076,-6.2011294,4.438392,11.446524,5.6677237,Abdi
6.6634135,46.186806,4.0871882,1.1929709,-189.60483,8.169486,6.936075,38.68352,21.434437,0.2164692,2.6059825,104.8971,-3.5481122,1.2542236,10.868519,3.9640589,-3.7115247,12.53693,-2.4537265,5.980363,18.632618,-2.0939047,11.012434,5.52904,-1.1438557,4.9505506,12.466356,4.082625,-2.0909314,3.7247226,9.112255,6.2965455,0.98517656,5.8924603,3.784236,-4.3524776,5.2831755,13.3343315,6.4724083,Abdi
5.476629,51.611767,3.9564161,1.507578,-195.478,8.606297,7.6064963,37.581055,20.21335,-0.55157024,4.435733,98.3194,-4.2491035,1.8299028,15.555229,4.102611,-6.02066,13.112004,0.008528592,3.992543,20.522701,-1.4455831,9.167871,3.9585078,-0.17260222,7.6988144,11.114152,5.3414226,-2.7985973,-0.2775828,8.531064,7.0757113,2.949387,10.205661,2.1133177,-3.526458,5.208567,14.779633,7.403808,Abdi
4.4623694,54.667156,4.5041165,-1.122037,-196.43329,9.749317,6.8624263,38.681232,21.853168,-0.09022934,5.1992235,102.04999,-5.3003955,1.4839412,17.017508,4.12268,-8.257408,15.645183,-1.5065535,5.0348163,18.53168,-1.7191999,9.040292,4.1540537,0.2638978,6.634363,11.511348,5.342094,-4.1078,1.5301625,7.879534,7.045038,2.4689941,9.07724,3.415464,-2.7356408,6.994281,12.220145,6.5684934,Abdi
7.5606766,64.35597,5.3694954,1.0555304,-204.40463,9.33555,10.107012,29.441452,21.8243,-1.5054162,6.582375,108.2609,-3.998084,-1.1935521,11.849289,4.8832855,-3.5401518,19.20232,1.5774077,5.1229453,21.186249,-1.2994351,12.435126,5.7366753,-2.465857,6.7545605,13.268906,6.1729517,-4.0567155,0.4357406,10.397998,2.481199,-0.795277,6.135278,3.4739015,-1.7089195,5.4821506,13.93213,7.164978,Abdi
7.1069837,55.09949,4.880743,-4.0445566,-214.0324,6.089331,8.868478,36.458298,26.131159,-2.8145826,5.9547195,103.15753,-1.8633924,1.6865145,11.5344515,5.433924,-4.435379,13.350723,-0.23310259,6.188274,18.481829,2.0827103,8.917166,4.918094,-0.9652888,8.389387,14.050812,4.1097207,-4.36054,-0.27687454,8.13611,3.9147353,2.9241376,4.5997806,3.114008,-4.9806914,5.0514336,12.130068,4.371723,Abdi
7.0210896,44.303406,3.7672877,-2.6594176,-208.67273,8.438813,6.281345,39.53537,30.948593,0.8623803,5.368974,103.17192,-0.8387635,1.8849995,12.911603,6.1601663,-6.112909,12.040539,0.33224973,7.1739106,18.375809,-0.32109407,10.070706,4.4491677,-3.385499,5.933738,13.36564,4.6520834,-1.7229347,-0.02564405,10.745782,5.0373616,-0.1431701,6.7892995,1.7646562,-5.0110784,5.307187,9.971985,6.155167,Abdi
5.4268723,50.162483,4.533075,-1.289394,-204.9653,9.158619,8.114691,41.898224,27.618195,1.575224,4.8442793,110.03397,-0.8642545,3.8778043,15.148915,5.3288,-9.5738,12.710758,-0.23542446,5.5470977,20.350374,-0.12672712,10.157591,5.769092,-3.5106876,4.5366516,16.206806,5.824837,-2.4815586,3.165439,12.237605,-1.809481,-2.9813664,6.658832,3.9873009,-6.6482377,4.733622,10.082801,5.602822,Abdi
7.824895,49.010345,5.2699323,-0.6086189,-192.98706,8.139358,9.571985,46.31185,25.493752,0.8458951,5.6829185,103.42872,-6.0807714,1.6396217,15.395708,4.640619,-10.730003,16.486979,0.6226711,6.100358,20.515621,-0.689703,9.625831,6.1242657,-3.8711863,7.0350084,12.378753,6.4616485,-3.0841854,1.1627016,11.563922,3.4900987,-2.6905248,3.6392634,3.9951699,-4.1498213,4.8574705,15.6421385,5.771327,Abdi
5.4303236,32.8272,3.1755502,-3.5716896,-233.4683,7.80667,4.108213,38.525272,29.240723,2.623585,5.267409,102.19159,-5.6695547,-1.2065119,10.544199,2.8540273,-3.6918595,15.255225,-0.030165775,4.2262726,17.858063,-0.81678474,5.2287784,9.128152,-4.4121184,4.1379285,13.304,3.8909247,-1.2838854,6.5270796,8.111815,6.0555797,-4.0100355,5.924907,4.011619,-0.46553713,4.1451926,12.675938,6.899619,Abdi
4.943057,49.610126,3.8628354,-0.9392436,-207.01381,8.285201,10.237475,36.014046,24.989067,0.025547534,4.016901,106.038734,-2.961544,-0.9385279,13.894753,4.859425,-3.823884,10.738816,-0.9888544,5.326102,19.253023,1.5599434,7.0417957,5.00335,-1.2945669,4.2673655,11.478922,6.5083866,-0.17018497,0.63812464,6.84691,6.5971794,1.2712963,6.4117537,6.152901,-3.8687303,4.220161,10.192418,5.0989337,Abdi
6.370321,31.260748,3.3718739,-2.2626348,-200.434,6.2114124,6.5027533,38.58421,26.192041,-1.085688,3.9559662,103.49584,-3.3730052,-0.8521326,13.819957,4.0039277,-5.4284077,12.07589,-1.302294,4.849954,15.238458,-0.012061999,5.8660026,4.516741,-0.15774354,3.768058,9.437223,3.8654213,0.026480557,1.2258403,6.267962,8.581633,1.0602018,4.5137534,2.2659879,-1.9698756,4.1275434,13.493211,5.2578573,Abdi
4.930908,43.524216,4.9546227,-0.63304263,-182.20639,7.9296813,8.513446,41.364212,28.194445,2.8634899,5.243018,111.60988,-7.721178,0.2586741,15.47876,3.5877092,-11.500957,13.631803,-0.3925604,8.530866,19.46105,-0.57047564,10.62123,7.638021,-1.3058333,6.60438,12.731137,5.124571,-4.199941,-0.17893454,9.504913,3.1925335,-0.7469348,6.1368375,3.9277446,-0.5812649,4.0473986,11.670172,6.876362,Abdi
5.164692,36.020897,2.990286,-1.1420746,-171.18013,7.882202,5.336069,39.485817,27.345833,1.2356477,5.1681714,101.2064,-4.165651,0.8346457,12.354834,4.0453916,-5.606805,11.198667,-0.71570367,4.076802,17.663923,0.6210038,6.1433363,4.6832395,-1.5409235,5.553923,8.838321,4.0821524,-1.8039216,3.416958,7.6605897,8.694471,2.297496,7.048747,2.609467,-1.2775204,5.5962453,14.092985,5.6855335,Abdi
4.9116073,37.928673,4.2706404,-0.3782921,-197.91162,6.9930005,4.375995,39.760178,25.05815,1.5893859,4.479094,101.9595,-4.132203,1.7846605,10.712188,4.4351335,-3.4587994,13.230341,-0.7881194,4.620719,21.09828,-1.1848321,9.304419,6.3534417,-2.7420335,5.4204693,11.941409,5.1242175,-1.7557751,3.5292544,9.136897,6.1108828,-1.0573837,5.228891,1.7765847,-1.097783,4.582176,11.840286,7.8990655,Abdi
9.227649,85.98101,4.2253103,-6.8503194,-223.35544,9.111411,7.099696,33.702015,24.330976,1.6315005,4.413039,102.04454,-2.1023946,0.5747061,27.686007,5.8833065,-17.356594,4.914224,1.4057637,7.5743794,15.431493,-3.0033011,7.515675,6.806605,-2.2530432,7.2853894,17.714382,8.001693,3.3764384,6.413609,13.732437,1.6476947,-7.5020514,15.358947,7.1089797,-6.796057,3.8667617,8.477875,4.117979,Abdi
9.495469,74.822464,4.7495513,-5.7317324,-201.04161,7.4496164,8.95432,32.806435,23.536217,-0.13036183,4.919195,105.61667,1.0494274,-2.8446481,25.330156,5.8867154,-14.475513,7.211908,2.4153383,4.781794,16.3177,-2.740255,7.2509336,4.97223,-1.1123874,8.46259,16.508121,5.7822843,7.4007473,7.2143264,11.951379,2.8830953,-7.2408595,16.213104,6.551511,-5.53382,4.832727,10.217638,5.110478,Abdi
9.127877,56.44773,3.9134676,-6.4591804,-200.1472,8.656199,6.508586,35.240536,29.50042,0.08293037,4.3218436,100.35567,-2.153343,-1.2448986,16.565351,3.9528868,-7.2418737,7.773175,4.3489785,5.171337,20.82335,-0.6819852,5.8394265,5.388935,-1.7420847,8.089461,13.481088,4.942977,4.2671957,6.1526766,14.013348,8.990855,-7.9971247,15.303553,3.3116705,-4.733755,6.2628145,10.599089,3.827062,Abdi
9.308075,58.560314,4.4628935,-4.2222166,-206.57834,7.018283,7.0021057,29.730997,28.190044,0.9080185,3.4314985,93.75659,-1.2797273,-1.362997,19.02072,3.6903918,-9.204441,9.449971,5.642808,4.276343,11.322306,-3.5675793,4.290715,3.6974099,-0.44973382,5.748207,12.931623,5.8400784,3.7552137,2.3895955,9.111305,7.043539,-4.9806213,13.845697,2.556192,-2.896805,4.562636,14.929916,4.6611786,Abdi
10.115772,55.555386,5.9984293,-1.9747653,-188.53352,6.5342546,8.21597,32.381683,26.738111,-0.19939707,4.308909,95.720055,-0.06786823,-2.5758111,19.786867,2.9302526,-9.243059,9.692277,4.448446,4.8143783,16.727747,-5.8377023,5.1955266,5.458796,-2.7497635,8.325889,11.873428,5.5546236,5.801417,0.1030253,8.118521,12.124185,-3.1126096,18.616629,3.8434174,-7.347927,6.267364,13.161938,4.661706,Abdi
10.094959,54.481518,4.9713297,-3.064628,-184.81734,9.918142,7.6507363,33.6792,27.310814,0.059754916,4.8720417,96.9989,-1.0664732,-0.2519451,18.89885,4.0441093,-7.199776,7.2473164,2.5426197,3.9785676,15.578003,-3.8186927,4.401158,4.9565682,-2.6345701,6.793028,8.319654,5.039862,5.0235286,3.8943152,7.685737,10.149095,-2.5806842,16.023104,2.8117871,-4.3907046,5.556037,13.844284,4.185525,Abdi
3.3629575,11.553978,3.042378,1.3044235,-42.18811,3.4429164,3.7477882,30.571915,28.150064,-1.019619,3.2040284,89.33971,-2.0165792,-0.28645763,4.0487127,3.1740541,2.1860616,5.2029195,0.3808115,3.6005392,3.898736,-0.43044984,3.4321187,2.8380196,-1.8013252,3.2024858,4.3775525,3.681901,0.8397466,5.5996995,4.133263,16.716545,0.3844129,10.966741,5.77566,-3.2143195,3.036371,18.876167,3.0170693,Abdi
8.346883,53.462322,3.8529832,-3.2144525,-180.985,8.0291605,10.429277,32.547043,24.556768,-0.14558546,4.657481,85.81167,-5.540775,-0.6262064,15.870087,5.7775073,-4.1688304,7.1779823,3.9247751,3.8318949,22.348389,-0.756307,7.6395187,5.1761317,0.80546796,6.6569033,8.494627,8.044854,2.6193998,2.2404327,7.4296727,8.997063,-2.3087738,15.624134,0.599469,-3.492408,6.1614532,13.824485,5.4942484,Abdi
7.6025085,41.89812,3.8766642,-4.016952,-198.8484,7.2487817,6.442235,37.32205,27.789787,-1.340474,3.8225515,99.24147,-1.6609966,1.8784294,15.772063,5.2400074,-4.3751154,5.2987537,2.9144673,3.3055577,17.836338,-2.3209577,5.794352,4.324858,0.26211056,4.287199,8.767597,9.33537,2.2078362,3.1318057,6.344862,10.91706,-1.3824713,12.949507,-0.5425458,-2.3068132,4.181702,14.216039,3.3309853,Abdi
2.814915,8.646823,2.8667607,0.059050515,-22.599092,3.0363317,3.299015,32.196205,26.236355,-1.3194537,3.2238042,86.25182,-2.83802,0.5597167,2.407537,3.424962,2.5737312,3.5693593,1.2368973,3.309704,5.5883837,0.38078612,4.535713,2.780309,-1.1722677,2.833657,3.3315048,3.1237803,-0.05140234,6.227892,3.1838138,12.121874,-0.43378454,10.279498,5.029836,-1.2518651,2.689007,15.738544,2.2733135,Abdi
6.8523583,44.831932,3.5088918,-3.604833,-213.44759,6.5373173,8.636365,36.07811,24.889881,-0.72487724,5.054385,99.26713,-4.092814,1.7293658,18.73355,3.9970222,-7.767069,6.929354,1.9507979,2.7351635,16.072916,0.97791725,4.706185,3.916828,1.5763638,5.0645785,10.034743,6.879329,1.4072394,1.5394021,5.217054,8.412679,-1.2435026,10.757866,0.26915908,-1.1593328,4.1570287,12.63881,6.216441,Abdi
7.896156,46.79104,4.111497,-4.4935007,-209.50366,6.9190903,9.21627,35.65677,23.622612,-0.07089582,3.2788095,93.76357,-2.3783019,1.3103529,16.679935,3.9084418,-6.2908735,9.077627,4.5034823,3.617192,16.82704,-1.037197,5.74069,4.5736465,1.367178,6.029194,8.681026,7.4006977,2.3923593,-1.4309623,3.7603962,7.6136584,0.65821373,13.4163065,1.0896245,-2.6338341,5.033674,13.1755085,4.3341637,Abdi
6.491619,44.55577,4.7881093,-3.0016983,-207.38666,7.5663776,8.378761,35.41919,24.391033,-0.09694526,3.4575336,97.58859,-3.5961227,2.1312172,15.421388,4.3411236,-5.3974195,8.429971,2.4274788,2.6947117,16.078161,-0.24001512,6.6810164,3.5954185,0.96780264,4.950677,10.730668,7.5074687,2.6228633,2.5446243,4.5201807,9.223482,-2.3182445,9.7650585,-0.15844256,-2.3094513,4.5887094,11.784161,4.102961,Abdi
7.7037816,47.16327,3.1155841,-5.524117,-187.1632,6.725478,7.89541,35.939106,25.369764,-1.4831113,4.6865873,96.081436,-4.2583733,2.0382116,19.520634,4.241877,-6.323581,6.1853867,0.92437065,3.3861766,17.873125,0.853954,5.635712,3.8424037,0.88560677,5.30134,9.21991,5.3742924,1.0269251,2.6708035,4.7380114,9.295492,-1.0869839,14.744785,1.1175636,-0.73937356,3.2793522,13.186396,6.164539,Abdi
7.869225,48.00159,3.1382315,-5.4838624,-190.98828,7.727531,9.488397,34.125347,25.057861,-1.3446919,4.621106,97.1003,-2.9267225,0.9148552,19.010166,4.1350355,-7.6371965,6.461542,1.1764927,4.682413,21.452696,-0.44534585,5.4599247,3.7261353,1.5787581,4.821067,10.832176,6.7472386,0.17162405,0.9409613,5.338157,10.360312,0.047261164,14.289657,1.0514911,-2.4717183,3.8279612,12.690746,5.985824,Abdi
9.073286,54.416237,3.44242,-6.113223,-221.87755,8.375343,6.2949414,35.696793,27.015676,-3.9437265,4.3783007,104.102104,-4.17836,1.2789713,22.938288,3.9151661,-10.177271,4.822478,0.9944659,2.9226923,15.538771,-0.58664376,2.9854994,3.4211016,1.9474262,5.948218,12.348113,6.385176,2.403304,3.3053448,5.6872616,6.640745,-3.0492942,14.298094,0.47401816,-0.78556293,4.4438233,10.602406,6.5925508,Abdi
